ticket_id,ticket_date,ticket_desc
19457,"2015-06-06 16:04:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
55933,"2015-04-13 18:26:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
48187,"2015-05-29 07:56:09","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
26106,"2015-06-15 07:15:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
8807,"2015-06-26 13:47:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
26158,"2015-06-24 01:27:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
48848,"2015-06-26 22:56:20","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
25453,"2015-04-15 08:05:45","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
62349,"2015-04-15 06:50:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
61689,"2015-06-03 02:54:02","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
17490,"2015-06-18 07:44:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
12628,"2015-05-17 05:55:31","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
55247,"2015-05-24 06:44:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
35594,"2015-05-11 19:36:05","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
82327,"2015-05-16 00:46:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
59317,"2015-04-24 09:55:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
53143,"2015-06-14 04:23:26","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
77502,"2015-07-04 00:49:31","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
8273,"2015-07-04 13:52:21","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
33453,"2015-04-22 03:24:51","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
16446,"2015-04-17 13:07:09","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
8599,"2015-05-22 14:05:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
5415,"2015-04-23 03:11:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
99039,"2015-06-13 17:47:17","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
62220,"2015-04-27 04:03:14","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
45463,"2015-05-03 22:28:08","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
95986,"2015-05-06 06:38:39","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
29102,"2015-06-06 23:55:42","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
27822,"2015-05-13 11:23:10","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
23648,"2015-06-11 17:34:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
95952,"2015-06-19 23:37:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
65011,"2015-04-16 08:30:33","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94652,"2015-05-29 07:10:10","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30689,"2015-06-08 20:48:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
25102,"2015-05-03 12:44:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
34186,"2015-04-17 16:33:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94873,"2015-04-16 05:48:20","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
93918,"2015-04-25 10:57:36","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
74615,"2015-06-23 00:37:09","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
32417,"2015-05-13 09:28:13","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
80018,"2015-07-05 02:45:55","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
93450,"2015-05-19 17:20:00","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
31185,"2015-04-09 03:13:45","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
41857,"2015-04-20 12:41:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
72092,"2015-05-21 03:27:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
47949,"2015-05-25 13:07:45","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
21693,"2015-07-06 13:57:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
39031,"2015-06-24 02:43:39","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
35171,"2015-06-01 20:00:28","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
37029,"2015-04-08 17:35:20","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
35317,"2015-06-30 11:52:22","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
74710,"2015-05-01 03:53:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
78834,"2015-05-26 16:27:13","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
50255,"2015-06-12 20:07:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
38257,"2015-06-22 15:20:36","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
74365,"2015-05-08 18:25:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
86061,"2015-06-07 01:54:55","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
82541,"2015-05-02 09:52:36","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
71896,"2015-05-18 04:10:00","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
50875,"2015-05-03 10:38:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
53283,"2015-05-29 07:04:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94601,"2015-06-01 15:23:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
37251,"2015-04-05 01:32:30","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
51698,"2015-04-22 08:25:00","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
84110,"2015-05-22 18:19:36","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
1244,"2015-06-26 13:31:22","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
85218,"2015-06-27 10:14:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
66873,"2015-07-04 07:52:32","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
2840,"2015-07-05 08:30:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
29400,"2015-04-13 06:31:47","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
48103,"2015-05-14 22:54:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
50543,"2015-05-14 20:51:26","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
34010,"2015-04-09 05:51:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
34982,"2015-06-26 07:11:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
73546,"2015-05-25 19:55:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
96874,"2015-04-19 06:10:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
17049,"2015-06-05 10:03:10","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
86298,"2015-04-06 19:55:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
80833,"2015-06-02 18:06:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
42103,"2015-07-04 17:41:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
41619,"2015-05-23 16:14:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
19499,"2015-04-30 16:49:13","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
43561,"2015-06-15 16:03:44","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
75005,"2015-06-14 13:35:25","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
4650,"2015-06-19 07:15:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
57876,"2015-05-24 03:27:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
81011,"2015-06-15 16:51:51","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
84500,"2015-04-28 04:16:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
48827,"2015-04-17 07:44:53","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
39844,"2015-04-25 18:15:30","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
5914,"2015-05-18 08:36:25","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
92487,"2015-04-09 02:22:27","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
95968,"2015-05-22 04:05:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
52121,"2015-06-17 21:52:42","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
6193,"2015-07-06 00:42:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
32127,"2015-06-09 03:06:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
12205,"2015-05-01 01:47:42","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
77858,"2015-07-06 18:34:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
41952,"2015-07-03 22:51:08","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
16943,"2015-07-05 01:10:47","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
13216,"2015-04-11 15:22:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
46199,"2015-04-27 02:32:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
87716,"2015-05-24 07:12:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
20872,"2015-06-22 03:30:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
96198,"2015-06-21 20:25:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
51399,"2015-06-24 00:17:16","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
19673,"2015-06-18 04:17:30","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
43312,"2015-06-20 04:02:08","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
69838,"2015-04-10 22:27:26","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
31498,"2015-05-13 02:53:13","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
64806,"2015-06-15 12:03:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
20144,"2015-05-11 00:02:28","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
73708,"2015-06-05 18:49:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
51480,"2015-04-19 16:45:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
68171,"2015-05-30 09:00:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
28593,"2015-05-03 17:56:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
83631,"2015-06-04 05:19:44","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
34273,"2015-05-03 21:14:51","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
38633,"2015-05-13 17:18:39","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
47922,"2015-04-17 22:01:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
55083,"2015-04-08 13:48:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
48684,"2015-06-09 17:39:34","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
8489,"2015-05-23 18:25:53","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94921,"2015-05-21 15:49:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
92477,"2015-04-10 16:59:04","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
48105,"2015-05-09 09:23:26","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
45151,"2015-05-07 12:47:11","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
65932,"2015-05-15 09:58:16","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
12686,"2015-05-01 21:30:26","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
23723,"2015-06-30 19:00:11","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
56098,"2015-04-07 17:43:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
37668,"2015-05-20 03:39:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
82532,"2015-04-25 16:25:36","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
47551,"2015-06-12 07:36:34","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
97139,"2015-05-04 10:14:30","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
7862,"2015-07-05 13:28:21","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
97399,"2015-05-29 15:56:36","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
42264,"2015-04-28 03:01:30","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
412,"2015-04-11 12:12:21","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
57019,"2015-05-21 11:18:09","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
89322,"2015-06-25 19:35:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
8207,"2015-06-02 03:56:10","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
93496,"2015-04-19 08:39:32","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
71077,"2015-05-09 14:23:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
73520,"2015-04-15 00:00:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
74598,"2015-06-29 10:53:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
5690,"2015-06-14 01:32:02","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
42096,"2015-04-22 20:28:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
23814,"2015-05-11 10:12:25","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
47208,"2015-04-10 21:49:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
25760,"2015-05-01 21:14:26","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
2352,"2015-05-27 02:57:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
21449,"2015-06-17 21:49:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94900,"2015-04-13 10:10:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
88631,"2015-05-29 01:17:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
63499,"2015-05-17 00:13:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
25058,"2015-04-13 12:19:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
88729,"2015-04-14 20:17:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
31953,"2015-04-29 19:56:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
60626,"2015-04-05 03:16:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
78653,"2015-04-07 10:12:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
71107,"2015-04-26 13:34:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
45809,"2015-06-16 17:49:24","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94517,"2015-05-20 03:02:47","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
21067,"2015-06-21 13:17:30","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
87501,"2015-06-17 04:40:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
67045,"2015-04-25 11:13:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
16332,"2015-06-19 19:08:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
57895,"2015-06-24 20:20:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
69979,"2015-06-18 07:42:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
77037,"2015-05-23 20:10:11","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
27767,"2015-05-11 11:32:02","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
84437,"2015-05-07 07:43:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
70051,"2015-05-10 21:46:53","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
49066,"2015-05-01 06:36:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
20614,"2015-05-25 07:35:02","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
90125,"2015-06-03 06:06:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
55195,"2015-06-16 03:45:13","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
66502,"2015-04-04 09:04:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
59214,"2015-06-06 17:30:28","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
79724,"2015-05-31 15:59:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
33125,"2015-04-15 08:19:47","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
26860,"2015-05-13 09:21:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
85571,"2015-06-07 03:02:36","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
99181,"2015-04-17 22:34:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
56440,"2015-06-10 07:49:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
26924,"2015-07-11 17:44:39","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
52898,"2015-05-15 14:51:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
97770,"2015-06-19 17:07:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
56353,"2015-06-06 13:22:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
10413,"2015-04-03 11:10:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
32554,"2015-06-04 11:47:09","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
7123,"2015-06-11 20:40:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30821,"2015-05-26 21:52:10","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
58507,"2015-06-29 04:53:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
89287,"2015-07-03 17:46:42","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
52019,"2015-05-29 06:51:33","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
37227,"2015-06-29 13:08:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
54745,"2015-04-11 19:42:24","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
96112,"2015-05-22 05:34:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
26166,"2015-07-01 14:43:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
54104,"2015-05-14 13:53:25","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
27905,"2015-04-19 04:34:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
66911,"2015-05-06 07:25:44","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
12401,"2015-05-04 06:40:08","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
9971,"2015-06-08 04:50:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
32599,"2015-04-28 15:30:00","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
64077,"2015-05-14 08:41:32","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
14327,"2015-05-31 05:02:34","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
70142,"2015-05-18 09:03:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
92145,"2015-05-15 14:11:31","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
14910,"2015-06-27 09:52:08","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
57826,"2015-04-11 06:34:27","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
92814,"2015-07-03 18:21:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
28255,"2015-04-17 14:22:47","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
17814,"2015-06-23 13:42:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
89435,"2015-04-27 01:58:21","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
4951,"2015-05-09 10:07:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
31403,"2015-06-09 02:47:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
37370,"2015-04-25 05:17:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
41390,"2015-06-16 13:07:08","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
85858,"2015-04-10 14:38:32","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
7710,"2015-05-30 07:18:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
65792,"2015-06-07 20:25:53","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
4401,"2015-04-26 05:53:11","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
81034,"2015-05-24 21:08:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
9342,"2015-04-13 05:31:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
53461,"2015-06-28 22:35:05","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
93916,"2015-04-27 23:39:04","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
87986,"2015-05-09 21:03:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
42310,"2015-06-15 06:16:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
32819,"2015-07-05 03:45:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
70802,"2015-06-27 00:28:26","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
6851,"2015-04-15 14:51:05","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
71530,"2015-05-04 22:59:23","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
46180,"2015-06-17 19:21:08","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
65892,"2015-04-26 23:02:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
5476,"2015-05-10 20:51:05","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
16357,"2015-06-17 11:36:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
59713,"2015-04-12 06:20:11","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
67888,"2015-04-05 06:54:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
54995,"2015-06-16 05:25:14","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
83278,"2015-05-20 09:10:55","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
20661,"2015-04-08 00:23:14","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
37396,"2015-05-28 11:21:08","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
95840,"2015-05-21 12:28:51","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
80650,"2015-04-22 17:28:44","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
64251,"2015-05-05 21:42:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
8948,"2015-05-10 06:06:53","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
47911,"2015-04-30 08:03:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
34086,"2015-06-26 05:00:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
52935,"2015-05-16 21:40:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
51083,"2015-07-05 11:11:09","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
68278,"2015-06-11 08:35:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
36086,"2015-06-05 08:46:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
68360,"2015-04-07 13:35:22","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
50178,"2015-06-28 18:58:31","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
18235,"2015-05-07 16:07:16","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
35263,"2015-06-16 10:13:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
63306,"2015-04-04 23:39:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
75448,"2015-06-17 19:45:24","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30402,"2015-05-31 22:18:24","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
87567,"2015-05-08 22:43:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
66522,"2015-05-19 01:19:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
7315,"2015-04-22 04:30:33","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
13786,"2015-06-01 03:06:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
51117,"2015-04-25 06:00:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94021,"2015-06-27 03:46:51","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94151,"2015-06-09 18:54:27","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
13859,"2015-05-26 01:12:32","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
21554,"2015-06-04 10:28:23","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
81244,"2015-06-21 20:09:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
42328,"2015-04-10 03:22:09","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
44916,"2015-04-04 22:27:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
39720,"2015-04-05 20:09:51","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94268,"2015-04-26 23:58:18","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
67675,"2015-05-11 13:30:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
45635,"2015-07-07 13:11:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
89265,"2015-05-17 10:12:33","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
6244,"2015-04-22 10:51:10","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
57478,"2015-06-16 14:08:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
8152,"2015-06-28 12:17:26","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
60996,"2015-04-29 08:26:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
18011,"2015-05-31 08:03:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
3936,"2015-06-12 19:15:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
44401,"2015-06-29 00:59:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
81698,"2015-05-04 05:49:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
17867,"2015-04-25 16:55:39","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
98706,"2015-05-24 20:26:16","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
80447,"2015-05-13 21:32:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
90874,"2015-05-06 14:47:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
90749,"2015-07-06 04:45:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
76831,"2015-07-09 12:51:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94340,"2015-05-21 19:21:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
87660,"2015-04-29 05:14:20","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
79487,"2015-06-30 23:53:39","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
74049,"2015-06-09 21:35:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
